name,cultures,taxid,sci_name,chromosome_numbers,genome_size,genome_gc_content,gene_counts,protein_coding_genes
Tetragenococcus koreensis,['92'],290335,Tetragenococcus koreensis,2,2732026,1008594,2640,2478

Brevundimonas vesicularis,"['J22', '617a', 'J12', '381', '1']",41276,Brevundimonas vesicularis,1,3345527,2210318,3432,3350

Xanthomonas vasicola,"['1015', '693', '92']",1094184,Xanthomonas vasicola pv. musacearum NCPPB 4379,2,4837576,3069236,4279,3787

Pseudomonas mendocina,"['J22', '1', 'J12']",1225174,Pseudomonas mendocina S5.2,2,5372474,3351319,5103,4977

Pseudomonas lundensis,"['1', '535', '189']",86185,Pseudomonas lundensis,2,4934136,2891695,4584,4410

Clavibacter nebraskensis,"['53', '92']",31963,Clavibacter nebraskensis,2,3142110,2288949,3022,2942

Stenotrophomonas pavanii,['1'],487698,Stenotrophomonas pavanii,1,4615174,3095842,4254,4127

Ferroglobus placidus,"['535', '730', '215', '65', '693']",589924,Ferroglobus placidus DSM 10642,1,2196266,969331,2616,2553

Mammaliicoccus lentus,"['J12', '693', '92']",42858,Mammaliicoccus lentus,1,2802382,824304,2586,2478

Methylotenera versatilis,"['1355', 'J884']",666681,Methylotenera versatilis 301,1,3059871,1304580,2840,2767

Streptomyces anulatus,"['J81', 'J50', '248', '252', 'J66', 'J42', '84', '65']",1892,Streptomyces anulatus,2,8690773,6224821,7552,7332

Anaerostipes hadrus,"['110', '1611', 'J1130', '1203', 'J465']",649756,Anaerostipes hadrus,1,3114788,1129932,3096,2978

Streptomyces tanashiensis,"['643', '31', '585', 'J70', 'J50', '84', 'J66', 'J42', '987', '220a', '92', 'J75', 'J256', '1', '605', '65', '693']",67367,Streptomyces tanashiensis,1,8694918,6279615,7893,7610

Succinivibrio dextrinosolvens,"['220', '104c', '1611', '330']",83771,Succinivibrio dextrinosolvens,2,2849946,1113959,2476,2374

Providencia heimbachae,['1'],333962,Providencia heimbachae,1,4286000,1730440,3901,3761

Novosphingobium lubricantis,"['1', '535', '830']",279238,Novosphingobium aromaticivorans DSM 12444,3,4233314,2756420,4086,3997
 
Pseudomonas chengduensis,['1'],489632,Pseudomonas chengduensis,1,5579170,3486061,5194,5056

Ruegeria pomeroyi,"['974', '514']",246200,Ruegeria pomeroyi DSS-3,2,4601048,2947874,4473,4367

Erwinia pyrifoliae,"['535', '220', '220a']",79967,Erwinia pyrifoliae,2,4075681,2175402,3803,3523

Hippea maritima,"['830', 'J853', '854', '129', '11', '92', '186', '1', '84', '65', '693']",760142,Hippea maritima DSM 10411,1,1694430,634975,1795,1724

Corynebacterium mycetoides,"['53', '92', 'J75', 'J26']",38302,Corynebacterium mycetoides,1,2266470,1509126,2198,2070

Xanthomonas cucurbitae,['1a'],56453,Xanthomonas cucurbitae,2,4615492,3015043,4022,3719

Brevibacterium samyangense,"['J475', '92']",2697563,Brevibacterium atlanticum,1,4156794,2719264,3698,3605

Rhizobium tumorigenes,['98'],2041385,Rhizobium tumorigenes,6,5977727,3584471,5658,5424

Arsenophonus nasoniae,"['535a', '545', '535', '1', '215', '429']",638,Arsenophonus nasoniae,18,4987107,1932047,5430,4945

Clostridium cadaveris,"['J14', '110', 'J13', '104']",1529,Clostridium cadaveris,3,3625784,1149775,3524,3363

Agrobacterium pusense,"['98', 'J254']",648995,Agrobacterium pusense,3,5375961,3179512,5109,4977

Arthrobacter polaris,['92'],2813727,Arthrobacter polaris,1,4172959,2452620,3471,3258

Cytobacillus gottheilii,['1'],859144,Cytobacillus gottheilii,2,4584688,1796407,4528,4372

Corynebacterium hansenii,"['535a', 'J256', 'J26', '693']",394964,Corynebacterium hansenii,1,3098017,2172855,2735,2643

Thermococcus coalescens,"['760', 'J280']",2598455,Thermococcus aciditolerans,1,2165038,1190239,2413,2333

Streptomyces decoyicus,"['J42', '84', '65']",249567,Streptomyces decoyicus,1,8632952,6122738,7639,7262

Monoglobus pectinilyticus,"['J14', '104']",1981510,Monoglobus pectinilyticus,1,2759678,1031872,2325,2251

Acidipropionibacterium jensenii,"['J14', 'J84', '104', '91']",1749,Acidipropionibacterium jensenii,1,2999408,2060604,2697,2569

Sphingomonas koreensis,"['J75', '220']",93064,Sphingomonas koreensis,2,4819238,3178324,4745,4629

Bdellovibrio bacteriovorus,"['1012', '844', '257', '1012a']",959,Bdellovibrio bacteriovorus,1,3830427,1940156,3647,3604

Shewanella putrefaciens,"['605', 'J22', '7', '1461', '948', '514f', '129', '92', '1074', 'J521', 'J975', '514', '693']",24,Shewanella putrefaciens,2,4631110,2068250,4104,3898

Halobellus ramosii,['1519'],1379040,Halobellus ramosii,2,2853958,1829893,2907,2807

Anoxybacillus amylolyticus,['1046'],294699,Anoxybacillus amylolyticus,3,3158269,1377523,3345,3137

Oenococcus kitaharae,"['J491', '232']",1045004,Oenococcus kitaharae DSM 17330,2,1842238,786245,1874,1795

Streptomyces subrutilus,"['J42', '84', '65']",36818,Streptomyces subrutilus,1,7604974,5585684,6760,6535

Sulfuriferula nivalis,['1277a'],2675298,Sulfuriferula nivalis,3,3435893,1642730,3363,3280

Methanoculleus marisnigri,"['987', '92', '549', '84', '645', '553', '195c', '1', '215', '311c', '1240', '1a', '760', 'J43', 'J280', '535', 'J51', '65', '429', '220', '141b', '141', 'J26', '693']",368407,Methanoculleus marisnigri JR1,1,2478101,1537981,2516,2456

Thalassotalea piscium,"['J118', '514']",1230533,Thalassotalea piscium,1,3903981,1462116,3488,3376

Dermabacter jinjuensis,['92'],1667168,Dermabacter jinjuensis,1,2377736,1482415,2159,2079

Thermoanaerobacter italicus,"['J825', '710', '671']",580331,Thermoanaerobacter italicus Ab9,1,2451061,836915,2462,2328

Acetomicrobium mobile,"['104b', 'J1025']",891968,Acetomicrobium mobile DSM 13181,1,2160700,1036446,2095,2032

Microterricola viridarii,"['J475', '92']",412690,Microterricola viridarii,1,3837821,2672661,3560,3480

Halorhabdus tiamatea,"['J168', '372']",1033806,Halorhabdus tiamatea SARL4B,2,3146160,1973989,3184,3066

Enterococcus cecorum,"['J156', '693', '92']",44008,Enterococcus cecorum,1,2421598,885166,2453,2300

Nonomuraea maheshkhaliensis,"['J52', 'J43', '553', '65']",1122611,Nonomuraea coxensis DSM 45129,1,9073954,6548501,8551,8372

Erwinia tasmaniensis,"['1', '1a']",465817,Erwinia tasmaniensis Et1/99,6,4067864,2171859,3780,3579

Kitasatospora setae,"['252', 'J42', '84', '65', 'J58']",452652,Kitasatospora setae KM-6054,1,8783278,6516973,7715,7475

Nocardioides maradonensis,"['830', '65', 'J43']",2712223,Nocardioides anomalus,1,5120341,3753287,5154,5047

Paracoccus liaowanqingii,['514'],2560053,Paracoccus liaowanqingii,11,4925228,3275232,4766,4508

Levilactobacillus koreensis,"['J111', '231']",637971,Levilactobacillus koreensis,1,3006812,1480166,2694,2602

Lysobacter cavernae,['535'],2591633,Lysobacter alkalisoli,1,3857091,2567288,3432,3280

Leucobacter alluvii,"['J26', '92']",2932247,Leucobacter allii,1,3562128,2559436,3333,3227

Corynebacterium testudinoris,"['J282', '693']",136857,Corynebacterium testudinoris,1,2721226,1718138,2613,2522

Syntrophobacter wolinii,"['298', '1a', '830', '212']",335543,Syntrophobacter fumaroxidans MPOB,1,4990251,2991592,4034,3960

Allochromatium vinosum,"['J84', '634b', '508', 'J12', '92', '1178', 'J559', 'J83', '170', '514c', '921', '58', '28', '1484', '514', 'J475', 'J75', '1736', '1081a', 'J156', '104', 'J690', '1127', '1047', '1095', '37', '1083', '395', 'J27', '195b', '804', '163', '212a', '429', '830c', '110', '372', '971', '1114', 'J537', '1076b', '141', 'J444', '1414', '1040', '801', 'J187', '35a', '11', '1081', 'J615', 'J226', '104b', 'J674', '10', 'J256', '54', '380a', '1243', '381a', '830', '671', '104c', '1190', 'J596', '503', '736', '166', '1', '130', '81', 'J349', '1412', '1037', '1a', '954', '119', 'J574', '948', 'J551', 'J543', 'J43', '1011', '402', '78', '1110', 'J14', '1145', '221', '465', 'J118', '685', '940', 'J168', '907', 'J524', '90', '429b', '545', '1494', '27', '464', '381', '1333', '1091', 'J182', 'J747', 'J346', '785', '1133', '98', '641', '1203a', '1087', '586', '1138', '413', '755', '803', '1411', '898', 'J456', '231', '503c', '65', '428', '1215', 'J633', '535b', '86', '1112', 'J739', 'J654', '693', '1309', 'J569', 'J22', '7', 'J30', '514f', '189', 'J641', '1223', '1460', '191', '1070', '585', 'J70', '1173', 'J553', '843', 'J52', '1570', '129', '898a', 'J402', '1144', 'J545', '188', '215', '222', '1064', '1245', '1244', '897', 'J7', 'J28', '535', 'J464', '1143', 'J546', 'J13', '220', 'J148', 'J482', 'J1040', 'J528', '1116', '514a', '593', '246', 'J26', '140']",572477,Allochromatium vinosum DSM 180,3,3669074,2355037,3342,3255

Corynebacterium flavescens,"['J22', '535']",28028,Corynebacterium flavescens,1,2758653,1652887,2541,2427

Psychrobacter urativorans,"['381', '514', '948']",45610,Psychrobacter urativorans,6,2931580,1233892,2518,2413

Calycomorphotria hydatis,['1560'],2528027,Calycomorphotria hydatis,1,5163473,2781025,4226,4146

Streptomyces fractus,"['252', '84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Microbacterium lushaniae,['92'],2614639,Microbacterium lushaniae,1,3650161,2578992,3563,3455

Lentzea soli,"['65', 'J43']",1586287,Lentzea guizhouensis,1,9997872,6999071,9883,9517

Microbacterium soli,"['J28', '92']",936337,Microbacterium amylolyticum,2,2588344,1670013,2507,2381

Falsiporphyromonas endometrii,"['78', '693']",2488819,Corynebacterium endometrii,1,2477061,1509320,2222,2126

Psychrobacter arenosus,['514'],256326,Psychrobacter arenosus,1,3696886,1657249,2953,2862

Bifidobacterium actinocoloniiforme,"['58', 'J925']",1437605,Bifidobacterium actinocoloniiforme DSM 22766,1,1830060,1147591,1516,1438

Sedimenticola thiotaurini,['514'],1543721,Sedimenticola thiotaurini,2,3962284,2282876,3698,3622

Nocardioides zeicaulis,"['J346', '535', '830']",2712223,Nocardioides anomalus,1,5120341,3753287,5154,5047

Paludisphaera borealis,['1557'],1387353,Paludisphaera borealis,3,7651896,5070488,5887,5776

Brevibacillus parabrevis,"['J22', '90', '220', '545', 'J30', '129', '189', 'J31', '188', '1']",54914,Brevibacillus parabrevis,1,6088079,3178079,5635,5421

Capnocytophaga canimorsus,"['779', '693']",28188,Capnocytophaga canimorsus,1,2414275,876215,2135,2071

Bordetella holmesii,"['438', '693']",35814,Bordetella holmesii,1,3696575,2317390,3576,3230

Desulfovibrio desulfuricans,"['54b', 'J613', '90', '801', '92', '104b', '585', '830', '461a', 'J346', '63', '186', 'J689', '1203a', '1', '1a', 'J28', '163', '149', '411', '65', '830c', '110', '220', '465', '554', 'J26', '277', '693']",876,Desulfovibrio desulfuricans,2,3554892,2020851,3029,2941

Moorella thermoacetica,"['92', '479', '514', '316', '60', '9', 'J221', '1', '135c', '311c']",1525,Moorella thermoacetica,1,2623349,1464054,2659,2573

Legionella longbeachae,"['J14', '585', 'J83', 'J13', '104']",661367,Legionella longbeachae NSW150,2,4149158,1540598,3610,3483

Luteolibacter gellanilyticus,['830'],2824561,Luteolibacter ambystomatis,1,5321988,3309954,4183,4112

Spiroplasma cantharicola,['1076b'],362837,Spiroplasma cantharicola,1,1179577,295004,1056,1019

Corynebacterium sanguinis,"['693', '92']",2594913,Corynebacterium sanguinis,1,2362885,1541995,2291,2181

Bacillus velezensis,"['514', '1', '830']",492670,Bacillus velezensis,2,4014440,1862335,3940,3772

Lysobacter ximonensis,['830'],2591633,Lysobacter alkalisoli,1,3857091,2567288,3432,3280

Spirochaeta africana,['700'],889378,Spirochaeta africana DSM 8902,1,3285855,1898112,2859,2796

Neisseria animalis,"['215', '693']",492,Neisseria animalis,1,2236930,1159904,2089,1991

Saccharopolyspora halophila,"['J275', '252', '1504', 'J351', '514']",405948,Saccharopolyspora erythraea NRRL 2338,1,8212805,5843079,7311,7108

Metallosphaera prunae,"['88', '220', '104c', '1429', '514d', '1076b', 'J996', 'J465', 'J676', '514', '693']",47304,Metallosphaera prunae,1,2202576,1017563,2414,2341

Streptomyces thermocoprophilus,"['248', '252', 'J66', 'J45', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Raoultella planticola,"['J22', 'J12', '514', '1518', '214', '553', '641', '1', 'J977', '426', '425', '462', '78', 'J14', '220', 'J118', '1525', '693']",575,Raoultella planticola,1,5646881,3145849,5383,5174

Gluconacetobacter diazotrophicus,['1429'],272568,Gluconacetobacter diazotrophicus PA1 5,2,3914947,2596511,3696,3557

Klebsiella oxytoca,"['J22', '220', 'J12', '92', '465', '535', '9', '1', '693']",571,Klebsiella oxytoca,3,5879076,3241345,5511,5326

Halorubrum sfaxense,['372'],337243,Halorubrum ezzemoulense,3,3726301,2475770,3748,3542

Streptomyces lunalinharesii,"['J42', '84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Rhodothermus marinus,"['J41', '630', '514']",518766,Rhodothermus marinus DSM 4252,2,3386737,2177804,2974,2910

Nitratireductor kimnyeongensis,"['J75', '545']",430679,Nitratireductor kimnyeongensis,2,4052255,2423382,3871,3787

Adlercreutzia hattorii,['104'],2707299,Adlercreutzia hattorii,1,2908404,1832431,2488,2419

Crinalium magnum,['1593'],1173022,Crinalium epipsammum PCC 9333,9,5620407,2257303,5090,4873

Thermotoga caldifontis,['1539'],1408159,Thermotoga caldifontis AZM44c09,1,2014912,1034318,1998,1944

Mesorhizobium thiogangeticum,"['381', '1']",1082933,Mesorhizobium amorphae CCNWGS0123,5,7343952,4617122,6961,6671

Brevundimonas balnearis,['1578'],1312364,Brevundimonas albigilva,1,3336758,2300406,3366,3267

Syntrophothermus lipocalidus,['870'],643648,Syntrophothermus lipocalidus DSM 12680,1,2405559,1226580,2397,2322

Aerosticca soli,['830'],2010829,Aerosticca soli,1,2874969,1964409,2704,2608

Anaerobacillus isosaccharinicus,['31'],1532552,Anaerobacillus isosaccharinicus,1,5227144,1888437,5338,5116

Deinococcus aquaticus,['830'],328692,Deinococcus aquaticus,5,3874407,2666357,3658,3578

Corynebacterium pseudotuberculosis,"['92', '215b', 'J26', '693']",1719,Corynebacterium pseudotuberculosis,1,2337866,1219957,2124,2026

Capnocytophaga sputigena,"['J14', 'J459', '340', '693']",1019,Capnocytophaga sputigena,1,2855148,1107143,2558,2483

Aromatoleum bremense,"['830', '1712']",76115,Aromatoleum bremense,1,4376837,2870886,4130,3998

Lysobacter oryzae,['830'],2591633,Lysobacter alkalisoli,1,3857091,2567288,3432,3280

Cupriavidus basilensis,"['220', '830', '465', '220a', '461', '457', '1']",68895,Cupriavidus basilensis,8,8942610,5815202,8196,7897

Beijerinckia doebereinerae,"['1215', '111', '1736', 'J480', '514', '311c']",395963,Beijerinckia indica subsp. indica ATCC 9039,3,4418616,2517858,3958,3788

Dermabacter vaginalis,['1203'],1630135,Dermabacter vaginalis,1,2392314,1497302,2100,2015

Sulfitobacter profundi,['514'],2829501,Sulfitobacter albidus,5,3860160,2458461,3753,3445

Telmatocola sphagniphila,['1367'],1123043,Telmatocola sphagniphila,1,6592641,3476235,5253,5168

Gordonia amicalis,"['J43', '535', '215b', 'J26']",89053,Gordonia amicalis,1,5158374,3475908,4714,4457

Neisseria meningitidis,"['90', 'J1270', '129', '693']",487,Neisseria meningitidis,1,2157444,1116828,2135,1948

Polynucleobacter tropicus,['830'],1743174,Polynucleobacter tropicus,1,2040807,920679,2091,2032

Streptomyces olivaceiscleroticus,"['J42', '65', 'J43']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Deinococcus peraridilitoris,['830'],937777,Deinococcus peraridilitoris DSM 19664,3,4513714,2874979,4428,4294

Streptomyces baliensis,"['252', '84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Thioalkalivibrio jannaschii,"['1272', 'J314']",1255043,Thioalkalivibrio nitratireducens DSM 14787,1,4002350,2661458,3785,3599

Streptomyces olivaceus,"['252', 'J66', 'J42', '84', '65']",47716,Streptomyces olivaceus,1,8458055,6132680,7338,7076

Imperialibacter roseus,['514'],1324217,Imperialibacter roseus,1,6747663,3149350,5692,5628

Pandoraea pnomenusa,"['220', '92', '462', '535']",93220,Pandoraea pnomenusa,1,5385946,3494826,4851,4713

Streptococcus alactolyticus,"['240', 'J28', '92', '9', '693']",29389,Streptococcus alactolyticus,3,1832198,741320,1850,1660

Methanomethylovorans hollandica,['503'],867904,Methanomethylovorans hollandica DSM 15978,2,2714013,1136277,2694,2587

Corynebacterium appendicis,"['J302', '535', '693']",1161099,Corynebacterium appendicis CIP 107643,1,2284440,1466573,2226,2099

Streptomyces venetus,"['J42', '987', '84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Celeribacter indicus,['514'],1208324,Celeribacter indicus,6,4969388,3266876,4918,4805

Amycolatopsis speibonae,"['65', '553']",715473,Amycolatopsis acidiphila,1,8183622,5762860,8091,7843

Desulfurococcus amylolyticus,"['395b', '395', 'J187']",768672,Desulfurococcus amylolyticus DSM 16532,1,1384116,620482,1543,1486

Streptosporangium corydalis,"['J51', '84', '65']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095

Saccharothrix isguenensis,['554'],1179773,Saccharothrix espanaensis DSM 44229,1,9360653,6757461,8504,8314

Muribaculum gordoncarteri,"['78', '1203a']",2530390,Muribaculum gordoncarteri,3,3430462,1696132,3015,2905

Staphylococcus capitis subsp. capitis,"['53', '693', '92']",72758,Staphylococcus capitis subsp. capitis,2,2491837,821844,2410,2289

Streptosporangium longisporum,"['J271', 'J52', '83', '84', '65']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095

Oleiphilus messinensis,['950'],141451,Oleiphilus messinensis,1,6379281,3049082,5535,5410

Streptosporangium jiaoheense,"['252', '553', 'J51', '84', '65']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095

Bacillus amyloliquefaciens,"['605', '634c', '108', 'J84', '124', '248', '141c', '119a', '987', '114', '92', 'J12', '211', 'J215', 'J83', 'J1038', '514c', '1033', '58', '1498', '28', '514', '187', 'J475', '109', '31', '88', '574', '553', '186', '63', 'J75', 'J156', '625', '104', '771', 'J171', '730', '548', '113', '37', '605a', 'J27', '1715', '85', '123', '579', '462a', '9', '1027', '1630a', '1302', '411', '457c', '429', 'J443', '144', '643', '1428', '110', '635', '53', 'J1314', '61', '621', '40', '67', '1076b', '141', '554', 'J1130', '1052', '215c', '429c', '801', '595', '11', '1081', '122', '104b', 'J226', '1203', '698', 'J256', '54', '393', '84', '830', '104c', 'J61', 'J459', '105', '340', 'J254', '56', 'J227', '1', '81', '83', '193', '1a', '119', '125', '948', '462', 'J43', '457', '78', 'J14', '591', '722', 'J302', '457b', '465', '726', 'J118', '982', '520', '878', '215b', '90', '545', '626', '27', 'J66', '232', '464', '381', '507', '572', 'J395', '471', 'J346', '514b', '702', 'J139', 'J1198', '641', '1203a', '697', 'J25', '3', 'J44', 'J222', '803', 'J1246', '240', '500', '252', '718', '360', '616', '65', '428', '120c', '535a', '617a', 'J1154', '720', '612', 'J386', '310', '135c', '693', '441', 'J22', '7', '1578', '611', '195a', 'J598', '1713', '1015', '514f', '172', '1793', '220a', '250', 'J30', 'J172', 'J282', '695', '645', '585', 'J70', 'J79', '129', '479', '714', '144a', '118', '383', '215', '311c', '339', '120', 'J7', 'J28', '634', '194', '190', '461', '719', '535', '587', 'J13', 'J198', 'J51', 'J677', '6', 'J74', '220', '504', '465d', 'J119', '111', '115', '593', '246', '246a', 'J26', '262', '386']",1390,Bacillus amyloliquefaciens,2,4149690,1920595,4171,3967

Chondromyces lanuginosus,"['J436', '9']",52,Chondromyces crocatus,1,11388132,7824683,8263,8133

Nostoc entophytum,['1592'],1472755,Nostoc edaphicum CCNP1411,6,8316316,3458799,7054,6706

Saccharopolyspora tripterygii,"['554', '65', 'J43']",405948,Saccharopolyspora erythraea NRRL 2338,1,8212805,5843079,7311,7108

Streptomyces armeniacus,"['J50', '84', '65']",83291,Streptomyces armeniacus,1,8083249,5842832,7030,6716

Rathayibacter festucae,['92'],110937,Rathayibacter festucae,3,4316394,3123344,3993,3917
