,name,cultures,taxid,sci_name,chromosome_numbers,genome_size,genome_gc_content,gene_counts,protein_coding_genes
888,Corynebacterium pseudotuberculosis,"['92', '215b', 'J26', '693']",1719,Corynebacterium pseudotuberculosis,1,2337866,1219957,2124,2026
889,Capnocytophaga sputigena,"['J14', 'J459', '340', '693']",1019,Capnocytophaga sputigena,1,2855148,1107143,2558,2483
890,Aromatoleum bremense,"['830', '1712']",76115,Aromatoleum bremense,1,4376837,2870886,4130,3998
891,Lysobacter oryzae,['830'],2591633,Lysobacter alkalisoli,1,3857091,2567288,3432,3280
892,Cupriavidus basilensis,"['220', '830', '465', '220a', '461', '457', '1']",68895,Cupriavidus basilensis,8,8942610,5815202,8196,7897
893,Beijerinckia doebereinerae,"['1215', '111', '1736', 'J480', '514', '311c']",395963,Beijerinckia indica subsp. indica ATCC 9039,3,4418616,2517858,3958,3788
894,Dermabacter vaginalis,['1203'],1630135,Dermabacter vaginalis,1,2392314,1497302,2100,2015
895,Sulfitobacter profundi,['514'],2829501,Sulfitobacter albidus,5,3860160,2458461,3753,3445
896,Telmatocola sphagniphila,['1367'],1123043,Telmatocola sphagniphila,1,6592641,3476235,5253,5168
897,Gordonia amicalis,"['J43', '535', '215b', 'J26']",89053,Gordonia amicalis,1,5158374,3475908,4714,4457
898,Neisseria meningitidis,"['90', 'J1270', '129', '693']",487,Neisseria meningitidis,1,2157444,1116828,2135,1948
899,Polynucleobacter tropicus,['830'],1743174,Polynucleobacter tropicus,1,2040807,920679,2091,2032
900,Streptomyces olivaceiscleroticus,"['J42', '65', 'J43']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
901,Deinococcus peraridilitoris,['830'],937777,Deinococcus peraridilitoris DSM 19664,3,4513714,2874979,4428,4294
902,Streptomyces baliensis,"['252', '84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
903,Thioalkalivibrio jannaschii,"['1272', 'J314']",1255043,Thioalkalivibrio nitratireducens DSM 14787,1,4002350,2661458,3785,3599
904,Streptomyces olivaceus,"['252', 'J66', 'J42', '84', '65']",47716,Streptomyces olivaceus,1,8458055,6132680,7338,7076
905,Imperialibacter roseus,['514'],1324217,Imperialibacter roseus,1,6747663,3149350,5692,5628
906,Pandoraea pnomenusa,"['220', '92', '462', '535']",93220,Pandoraea pnomenusa,1,5385946,3494826,4851,4713
907,Streptococcus alactolyticus,"['240', 'J28', '92', '9', '693']",29389,Streptococcus alactolyticus,3,1832198,741320,1850,1660
908,Methanomethylovorans hollandica,['503'],867904,Methanomethylovorans hollandica DSM 15978,2,2714013,1136277,2694,2587
909,Corynebacterium appendicis,"['J302', '535', '693']",1161099,Corynebacterium appendicis CIP 107643,1,2284440,1466573,2226,2099
910,Streptomyces venetus,"['J42', '987', '84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
911,Celeribacter indicus,['514'],1208324,Celeribacter indicus,6,4969388,3266876,4918,4805
912,Amycolatopsis speibonae,"['65', '553']",715473,Amycolatopsis acidiphila,1,8183622,5762860,8091,7843
913,Desulfurococcus amylolyticus,"['395b', '395', 'J187']",768672,Desulfurococcus amylolyticus DSM 16532,1,1384116,620482,1543,1486
914,Streptosporangium corydalis,"['J51', '84', '65']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095
915,Saccharothrix isguenensis,['554'],1179773,Saccharothrix espanaensis DSM 44229,1,9360653,6757461,8504,8314
916,Muribaculum gordoncarteri,"['78', '1203a']",2530390,Muribaculum gordoncarteri,3,3430462,1696132,3015,2905
917,Staphylococcus capitis subsp. capitis,"['53', '693', '92']",72758,Staphylococcus capitis subsp. capitis,2,2491837,821844,2410,2289
918,Streptosporangium longisporum,"['J271', 'J52', '83', '84', '65']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095
919,Oleiphilus messinensis,['950'],141451,Oleiphilus messinensis,1,6379281,3049082,5535,5410
920,Streptosporangium jiaoheense,"['252', '553', 'J51', '84', '65']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095
921,Bacillus amyloliquefaciens,"['605', '634c', '108', 'J84', '124', '248', '141c', '119a', '987', '114', '92', 'J12', '211', 'J215', 'J83', 'J1038', '514c', '1033', '58', '1498', '28', '514', '187', 'J475', '109', '31', '88', '574', '553', '186', '63', 'J75', 'J156', '625', '104', '771', 'J171', '730', '548', '113', '37', '605a', 'J27', '1715', '85', '123', '579', '462a', '9', '1027', '1630a', '1302', '411', '457c', '429', 'J443', '144', '643', '1428', '110', '635', '53', 'J1314', '61', '621', '40', '67', '1076b', '141', '554', 'J1130', '1052', '215c', '429c', '801', '595', '11', '1081', '122', '104b', 'J226', '1203', '698', 'J256', '54', '393', '84', '830', '104c', 'J61', 'J459', '105', '340', 'J254', '56', 'J227', '1', '81', '83', '193', '1a', '119', '125', '948', '462', 'J43', '457', '78', 'J14', '591', '722', 'J302', '457b', '465', '726', 'J118', '982', '520', '878', '215b', '90', '545', '626', '27', 'J66', '232', '464', '381', '507', '572', 'J395', '471', 'J346', '514b', '702', 'J139', 'J1198', '641', '1203a', '697', 'J25', '3', 'J44', 'J222', '803', 'J1246', '240', '500', '252', '718', '360', '616', '65', '428', '120c', '535a', '617a', 'J1154', '720', '612', 'J386', '310', '135c', '693', '441', 'J22', '7', '1578', '611', '195a', 'J598', '1713', '1015', '514f', '172', '1793', '220a', '250', 'J30', 'J172', 'J282', '695', '645', '585', 'J70', 'J79', '129', '479', '714', '144a', '118', '383', '215', '311c', '339', '120', 'J7', 'J28', '634', '194', '190', '461', '719', '535', '587', 'J13', 'J198', 'J51', 'J677', '6', 'J74', '220', '504', '465d', 'J119', '111', '115', '593', '246', '246a', 'J26', '262', '386']",1390,Bacillus amyloliquefaciens,2,4149690,1920595,4171,3967
922,Chondromyces lanuginosus,"['J436', '9']",52,Chondromyces crocatus,1,11388132,7824683,8263,8133
923,Nostoc entophytum,['1592'],1472755,Nostoc edaphicum CCNP1411,6,8316316,3458799,7054,6706
924,Saccharopolyspora tripterygii,"['554', '65', 'J43']",405948,Saccharopolyspora erythraea NRRL 2338,1,8212805,5843079,7311,7108
925,Streptomyces armeniacus,"['J50', '84', '65']",83291,Streptomyces armeniacus,1,8083249,5842832,7030,6716
926,Rathayibacter festucae,['92'],110937,Rathayibacter festucae,3,4316394,3123344,3993,3917
927,Paenibacillus graminis,['220'],189425,Paenibacillus graminis,1,7166464,3624010,6294,6087
928,Cereibacter sphaeroides,"['J84', '904a', 'J12', '92', '58', 'J541', '28', '514', 'J475', '403', '11a', '1022', '553', 'J75', '1025', '1081a', '104', '237', '429', '830c', '110', '372', '621', '988', '194a', '11', '1081', '122', '104b', '1058d', '830', '104c', '503', '105', '736', '1', '1a', '119', '948', 'J111', '78', '1152', 'J14', 'J235', 'J211', 'J118', 'J168', '907', '90', '429b', '545', '27', 'J270', '464', '381', 'J346', '514b', '1122', '11b', '732a', '195c', '641', 'J345', '360', '991', '1156', '65', '92a', '232b', '1183', '693', 'J388', 'J22', '7', '1008', 'J383', '1046', '189', '220a', 'J595', 'J282', 'J97', 'J70', '1429', '1050', '129', '188', '215', '339', '1120', 'J28', '190', '535', 'J13', '1161', 'J485', '496', '220', '776', '1119', '514a', 'J236', 'J26', '993b']",557760,Cereibacter sphaeroides KD131,4,4711139,3255002,4476,4345
929,Micromonospora echinofusca,"['J51', '554', '65']",47858,Micromonospora echinofusca,1,7002627,5133721,6110,5960
930,Gordonia rubripertincta,"['354', 'J57', '426', '214', '535', '65']",36822,Gordonia rubripertincta,2,5263177,3553369,4891,4775
931,Veillonella rodentium,['136'],248315,Veillonella rodentium,1,2041290,878088,1886,1807
932,Dyella thiooxydans,"['830', '1416']",445710,Dyella thiooxydans,1,4227172,2873640,3851,3774
933,Clostridium cochlearium,"['J14', '339', '110', '220', '104c', '92', '1113', '104b', 'J13', '104', '1203', '78', '1', '514', '693']",1494,Clostridium cochlearium,1,2435419,697762,2445,2307
934,Agromyces archimandritae,['92'],2781962,Agromyces archimandritae,1,3453307,2460710,3207,3103
935,Paeniclostridium sordellii,"['J14', 'J84', '339', '830', '92', '11', 'J118', 'J1024', '535', '804', '1203', '78', '630', '514']",1505,Paraclostridium sordellii,2,3584812,998480,3575,3405
936,Anoxybacillus caldiproteolyticus,['220'],247480,Anoxybacillus caldiproteolyticus,2,3789050,1545686,3914,3657
937,Salegentibacter mishustinae,['514'],270918,Salegentibacter mishustinae,1,3807780,1404874,3479,3409
938,Gordonia amarae,"['426', '92', 'J43', '535', 'J26', '65']",36821,Gordonia amarae,1,5291543,3568000,4660,4536
939,Paenibacillus gansuensis,['830'],171404,Paenibacillus agaridevorans,1,9041977,4657555,7196,7009
940,Brevibacillus sediminis,"['J49', '830']",51101,Brevibacillus agri,1,5374818,2880708,5318,5012
941,Micromonospora chalcea,"['J61', '214', '83', '84', '65']",1874,Micromonospora chalcea,1,6861996,4994886,6224,6110
942,Erysipelothrix inopinata,"['215', '693']",225084,Erysipelothrix inopinata,1,2217552,789576,2142,2068
943,Megamonas hypermegale,"['78', '110']",158847,Megamonas hypermegale,1,2230342,753228,2161,2068
944,Streptococcus canis,"['693', '92']",1329,Streptococcus canis,2,2157617,855972,2110,1919
945,Streptomyces xishensis,['84'],2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
946,Weissella cibaria,"['J13', '11']",137591,Weissella cibaria,2,2363492,1069657,2237,2109
947,Ilyobacter polytropus,['314'],572544,Ilyobacter polytropus DSM 2926,3,3132314,1076435,3063,2932
948,Aeromicrobium ponti,"['J26', '65', '92']",2079793,Aeromicrobium chenweiae,1,3717741,2614518,3651,3583
949,Pyrobaculum islandicum,"['J184', '390', '252', 'J42', '553', '84', '65']",384616,Pyrobaculum islandicum DSM 4184,1,1826402,905878,2194,2066
950,Marisediminicola antarctica,"['J118', '514']",674079,Marisediminicola antarctica,1,3352609,2252040,3144,3060
951,Spiroplasma eriocheiris,['1076'],315358,Spiroplasma eriocheiris,1,1365714,406904,1277,1232
952,Streptomyces youssoufiensis,"['J50', 'J66', '84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
953,Burkholderia territorii,"['535', '693']",1503055,Burkholderia territorii,3,6902370,4606276,6214,6057
954,Salinicoccus iranensis,['514'],407035,Salinicoccus halodurans,1,2778379,1237616,2868,2751
955,Acidipropionibacterium acidipropionici,"['J14', 'J84', '104', '91']",1748,Acidipropionibacterium acidipropionici,1,3651382,2510939,3373,3244
956,Aliivibrio fischeri,"['J22', '90', '801', 'J12', '257', '514c', '514', '1012a', '503b', '830', 'J839', 'J346', '1', '1a', '535', '78', '1406', '1012', 'J118', '246', '246a', 'J1024', '693']",388396,Aliivibrio fischeri MJ11,3,4503336,1720248,4121,3951
957,Thermococcus chitonophagus,"['90', '760', 'J528', '215', '514', '535', '766', '1', '84', '65']",54262,Thermococcus chitonophagus,1,1969648,884775,2228,2151
958,Fervidobacterium nodosum,"['144', '9']",381764,Fervidobacterium nodosum Rt17-B1,1,1948941,681921,1872,1806
959,Parabacteroides goldsteinii,"['J14', '110', '1713', '78', '1203a', '693']",328812,Parabacteroides goldsteinii,3,7053599,3077075,5710,5542
960,Kocuria palustris,"['830', '53', '987', '92', 'J26']",71999,Kocuria palustris,1,2854447,2012324,2533,2435
961,Empedobacter stercoris,['220'],1628248,Empedobacter stercoris,4,2839791,904516,2727,2582
962,Amycolatopsis roodepoortensis,['65'],700274,Amycolatopsis roodepoortensis,1,9489959,6554391,9042,8911
963,Acinetobacter lactucae,"['535', '220', '92']",1785128,Acinetobacter lactucae,1,3973648,1546436,3737,3588
964,Streptococcus troglodytae,"['92', 'J75', 'J83', '693']",1111760,Streptococcus troglodytae,1,2097874,779940,2083,1667
965,Conchiformibius steedae,"['1236', '65', '830', '545', 'J28', '92', 'J75', '303', '830d', '381', 'J26', '514', '429', 'J858']",153493,Conchiformibius steedae,3,2205122,1116966,2167,2073
966,Achromobacter denitrificans,"['J22', 'J70', 'J61', 'J443', '214', 'J12', '554', '457', '1', '84', '65']",32002,Achromobacter denitrificans,1,6736877,4552394,6272,6171
967,Acetivibrio thermocellus,"['255', '960', 'J42', '11', '122', '84', '514', 'J50', '830', 'J454', '1', 'J45', '535', 'J221', '65', '428', '520', '1263', 'J58']",572545,Acetivibrio thermocellus DSM 2360,1,3577579,1400628,3109,2990
968,Xenorhabdus griffiniae,['535'],351672,Xenorhabdus griffiniae,1,4559030,1998558,4189,3947
969,Alcaligenes faecalis,"['220', 'J12', '465', '92', '1']",511,Alcaligenes faecalis,2,4248684,2414719,3871,3783
970,Dickeya fangzhongdai,['1'],1778540,Dickeya fangzhongdai,2,5032447,2855926,4452,4286
971,Leisingera aquaemixtae,['514'],1396826,Leisingera aquaemixtae,10,4380105,2826611,4247,4139
972,Corynebacterium marinum,"['J26', '535', '693']",1224162,Corynebacterium marinum DSM 44953,3,2729219,1849115,2623,2514
973,Micromonospora tulbaghiae,"['J61', '553', '535', '554', '65']",479978,Micromonospora tulbaghiae,1,7228472,5242848,6787,6586
974,Saccharopolyspora halotolerans,"['J275', '1302']",405948,Saccharopolyspora erythraea NRRL 2338,1,8212805,5843079,7311,7108
975,Adlercreutzia equolifaciens subsp. equolifaciens,"['J14', '339', '104', 'J583']",1384484,Adlercreutzia equolifaciens DSM 19450,1,2862526,1816538,2339,2275
976,Methanocaldococcus vulcanius,['282'],579137,Methanocaldococcus vulcanius M7,3,1761737,556282,1783,1725
977,Bisgaardia hudsonensis,['693'],109472,Bisgaardia hudsonensis,1,2125638,715305,1970,1867
978,Pararhodospirillum photometricum,"['866', 'J22', '90', '885', '801', '27', 'J30', 'J12', '92', '11', '189', '220a', '838', '282', '514c', '104b', '276', '133', '381', '54', '800', '514', '191', '585', '830', 'J709', '1429', '129', '710', '186', '63', '810', '848', '628', '697', '1', 'J25', '152', '215', '850', '339', '120', '1a', '119', '473', '760', '849', '461', '138', '535', '462a', '457', '802', 'J13', 'J891', '428', '144', '496', '830c', '110', '220', 'J14', 'J119', '535b', '372', 'J224', '918', 'J118', '514a', 'J232', '141', 'J168', 'J265', '846', '693']",1150469,Pararhodospirillum photometricum DSM 122,1,3876289,2509474,3635,3330
979,Prevotella melaninogenica,"['J14', 'J84', '104', '693']",553174,Prevotella melaninogenica ATCC 25845,2,3168282,1298467,2446,2348
980,Staphylococcus lutrae,"['1618', '645', '830', '92', '98', '535', '1', '513', '693']",155085,Staphylococcus lutrae,1,2533115,955768,2361,2230
981,Hydrogenovibrio crunogenus,"['1011', '142']",39765,Hydrogenovibrio crunogenus,1,2453259,1044243,2333,2270
982,Corynebacterium kutscheri,"['535a', '240', '215b', 'J256', 'J26', '693']",35755,Corynebacterium kutscheri,1,2354065,1093764,2136,2041
983,Deinococcus geothermalis,"['92', '878', '1203a', '1', '693']",319795,Deinococcus geothermalis DSM 11300,3,3247018,2158357,3167,3051
984,Paraburkholderia hospita,"['457c', '220', '457']",169430,Paraburkholderia hospita,6,11527706,7123292,10507,10083
985,Burkholderia thailandensis,"['220', '92', '535', '1', '693']",57975,Burkholderia thailandensis,3,6950257,4691788,6230,5926
986,Streptomyces ambofaciens,"['J66', '84', '65', 'J58']",278992,Streptomyces ambofaciens ATCC 23877,2,8393598,6059158,7515,7238
987,Coprobacter secundus,"['J14', '104']",2751153,Coprobacter secundus subsp. similis,1,4171466,1603433,3289,3172
988,Methylocaldum marinum,['1501'],1432792,Methylocaldum marinum,1,6088916,3577053,5476,5330
989,Burkholderia dolosa,"['92', '220', '693']",350701,Burkholderia dolosa AU0158,3,6409095,4294615,5823,5640
990,Methanobacterium lacus,"['1094', '1523', '825', 'J702']",877455,Methanobacterium lacus,1,2583753,925724,2568,2507
991,Lachnoclostridium phocaeense,['104'],1871021,Lachnoclostridium phocaeense,1,3500754,1772172,3435,3304
992,Methanosalsum zhilinae,"['J50', 'J66', 'J42', 'J43', '396', '692', '84', '65', 'J58']",679901,Methanosalsum zhilinae DSM 4017,1,2138444,837330,2075,1986
993,Pauljensenia hongkongensis,['693'],178339,Pauljensenia hongkongensis,1,2141493,1465351,1852,1732
994,Isoptericola nanjingensis,"['92', '535', 'J26', '514']",1300344,Isoptericola dokdonensis DS-3,1,3826972,2824741,3497,3415
995,Thioalkalivibrio nitratis,['925'],1255043,Thioalkalivibrio nitratireducens DSM 14787,1,4002350,2661458,3785,3599
996,Dactylosporangium luridum,"['252', '554', '84', '65']",35754,Dactylosporangium aurantiacum,1,11523879,8432897,10317,10071
997,Sutterella stercoricanis,"['J677', '413', '1203']",2584944,Sutterella faecalis,1,2987884,1741904,2506,2409
998,Aromatoleum petrolei,"['830', '1712']",76116,Aromatoleum petrolei,1,5407396,3553803,4931,4828
999,Methanogenium boonei,['141'],2199,Methanogenium organophilum,1,2648164,1319845,2595,2519
1000,Frondihabitans cladoniiphilus,"['65', 'J43']",1268041,Frondihabitans sucicola,2,4680421,3211323,4995,4416
1001,Komagataeibacter xylinus,"['1236', 'J22', 'J12', '92', '11', '306', '1033', 'J97', '514', '105', 'J718', '1a', 'J597', '360', '65', '220', '776', 'J118', 'J26', '693']",28448,Komagataeibacter xylinus,3,3727795,2324313,3586,3405
1002,Lactococcus raffinolactis,"['J27', 'J70', '92']",1366,Lactococcus raffinolactis,3,2292235,911047,2283,2161
1003,Streptococcus pneumoniae,"['697', '693', '92']",1313,Streptococcus pneumoniae,2,2154362,837132,2181,2010
1004,Luteimonas fraxinea,"['1', '535', '830']",2901869,Luteimonas fraxinea,1,4008283,2678455,3665,3556
1005,Vibrio jasicida,"['J118', '514', '514c']",1280002,Vibrio jasicida 090810c,2,5989523,2703170,5441,5210
1006,Sphingobium yanoikuyae,"['J22', '830', '220', 'J346', 'J27', '948', 'J12', '465', 'J75', '535', '457', '605']",13690,Sphingobium yanoikuyae,1,5532633,3553658,5194,5077
1007,Arcanobacterium haemolyticum,"['693', '104']",28264,Arcanobacterium haemolyticum,1,1988850,1056763,1851,1767
1008,Thermococcus gammatolerans,"['990', '760', 'J280']",593117,Thermococcus gammatolerans EJ3,1,2045438,1095567,2227,2166
1009,Streptomyces mordarskii,"['252', 'J66', 'J43', '84', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717
1010,Methylorubrum extorquens,"['J22', 'J30', 'J42', '1484', '514', 'J269', 'J475', '830', 'J79', '98', '104', '1', '370', 'J28', 'J43', '535', '457', '78', 'J14', '428', '220', '1587', '390', 'J118', 'J26', '693']",661410,Methylorubrum extorquens DM4,3,6123851,4164002,5821,5561
1011,Blastocatella fastidiosa,['1426'],183190,Xylella fastidiosa Temecula1,2,2521148,1305386,2262,2149
1012,Halomonas titanicae,"['J797', '514b']",664683,Halomonas titanicae,1,5279693,2882989,4881,4768
1013,Sphingobium olei,['1'],135719,Sphingobium amiense,7,4773922,3085449,4668,4532
1014,Vaginimicrobium propionicum,['104'],1871034,Vaginimicrobium propionicum,1,2010679,1018208,1883,1816
1015,Clostridium acetobutylicum,"['J84', '945', '1230', '545', '141c', '189', '92', '1204', '104b', '232', '1011c', '514', 'J493', '1131', 'J491', '1031', '129', 'J75', 'J27', 'J494', '535', 'J13', 'J443', '411', 'J14', '220', 'J41', 'J495', '535b', '1123', '141', 'J26']",991791,Clostridium acetobutylicum DSM 1731,3,4145581,1281528,3987,3848
1016,Acidihalobacter ferrooxydans,"['1321', 'J1196']",1765967,Acidihalobacter ferrooxydans,1,3448835,2121566,3244,3132
1017,Streptomyces antimycoticus,"['J42', '84', '65', 'J58']",68175,Streptomyces antimycoticus,1,9718239,6903872,8442,7934
1018,Halobacillus halophilus,"['90', '784a', '1292', '92', '1199', '104b', '514c', '381', '514', '507', '585', '830', '104c', 'J914', '1122', '98', 'J254', 'J782', '1', '1312', '215', '1a', '1346', '123', '436', '65', '830c', '220', 'J783', 'J119', '372', 'J118', '1251', '693']",866895,Halobacillus halophilus DSM 2266,3,4170008,1744041,4117,4001
